sentence	label	e1	e2
In Saccharomyces cerevisiae the <e1> CDC25 </e1> protein is a positive regulator of RAS / cAMP pathway [ 1 - 4 ] , enhancing the GDP - releasing rate of <e2> RAS2 </e2> protein [ 5 ] .	0	CDC25	RAS2
These analyses show that the <e1> cdr1 </e1> gene is allelic to <e2> nim1 </e2> a gene identified as a high copy number plasmid suppressor of the mitotic control gene , cdc25 .	0	cdr1	nim1
Combinations of the TPM1 disruption with <e1> sec13 </e1> or sec18 mutations , which affect early steps in the secretory pathway , block vesicle accumulation , while combinations with <e2> sec1 </e2> , sec4 or sec6 mutations , which affect a late step in the secretory pathway , have no effect on the vesicle accumulation .	0	sec13	sec1
There exist two distinct thrombospondin molecules ( designated <e1> TSP1 </e1> and <e2> TSP2 </e2> which are encoded by separate genes .	0	TSP1	TSP2
<e1> TAPA- 1 </e1> and <e2> Leu-13 </e2> are physically associated in many cell lineages .	0	TAPA- 1	Leu-13
Another gene , CLB3 , was cloned using PCR , <e1> CLB1 </e1> and CLB2 encode a pair of closely related proteins ; CLB3 and <e2> CLB4 </e2> encode a second pair .	0	CLB1	CLB4
Although overexpressed <e1> BUD5 </e1> cannot substitute for <e2> CDC25 </e2> function , we present evidence that its gene product can bind to the guanine nucleotide binding - deficient RAS2 val19 al a 22 gene product and thereby counteract its dominant - negative effect .	0	BUD5	CDC25
Therefore , <e1> SPO12 </e1> does have a role during vegetative growth and it probably functions in mitosis in association with <e2> DBF2 </e2>	1	SPO12	DBF2
<e1> GPA1 </e1> hyperexpression suppressed the phenotype of <e2> STE4 </e2> overexpression .	0	GPA1	STE4
<e1> CLB1 </e1> and CLB2 mRNA levels peak late in the cell cycle , whereas <e2> CLB3 </e2> and CLB4 are expressed earlier in the cell cycle but peak later than the G1 - specific cyclin , CLN1 .	0	CLB1	CLB3
When challenged with hydroxyurea , <e1> stf1 </e1> 1 acts additively with cdc2 - 3w in rescuing <e2> cdc25 </e2> mutants and in allowing mitosis to occur without DNA synthesis .	1	stf1	cdc25
We show that neither <e1> SRP9 </e1> nor <e2> SRP14 </e2> alone interacts specifically with SRP RNA .	0	SRP9	SRP14
In Saccharomyces cerevisiae , <e1> TRK1 </e1> and <e2> TRK2 </e2> encode the high - and low - affinity K+ transporters , respectively .	0	TRK1	TRK2
The amount of receptor <e1> p85 </e1> complex detected in HER14 cells treated with <e2> EGF </e2> or PDGF .	0	p85	EGF
Comparative analysis of the predicted amino acid sequence has shown that the CAL1 product has similarity to two yeast proteins : the DPR1 ( <e1> RAM </e1> ) gene product that is involved in processing of ras protein at the farnesylation step , and the essential ORF2 protein whose structural gene has a head - to - head arrangement with <e2> PRP4 </e2> , which is involved in mRNA processing .	0	RAM	PRP4
<e1> PHO2 </e1> the binding site of which is located within a nucleosome under conditions of <e2> PHO5 </e2> repression , contributes to the chromatin transition either by destabilizing histone - DNA interactions or by under - going interactions with PHO4	0	PHO2	PHO5
pim1 mutants are fully rescued by overexpression of <e1> spi1 </e1> a newly identified essential gene whose predicted product shares 81 % identity with human <e2> TC4 </e2> .	0	spi1	TC4
The Saccharomyces cerevisiae <e1> SIS1 </e1> gene was identified as a high copy number suppressor of the slow growth phenotype of strains containing mutations in the <e2> SIT4 </e2> gene , which encodes a predicted serine / threonine protein phosphatase .	1	SIS1	SIT4
SLU1 and SLU2 are essential for the first catalytic step of splicing , while <e1> SLU7 </e1> and SLU4 ( an allele of <e2> PRP17 </e2> [ U. Vijayraghavan , M. Company , and J. Abelson , Genes Dev. 3:1206-1216 , 1989 ] ) are required only for the second step of splicing .	0	SLU7	PRP17
The second copy of <e1> PDC6 </e1> was expressed under the control of the <e2> PDC1 </e2> promoter , which was still present in the pdc1 strain .	0	PDC6	PDC1
CLB1 and <e1> CLB2 </e1> mRNA levels peak late in the cell cycle , whereas CLB3 and CLB4 are expressed earlier in the cell cycle but peak later than the G1 - specific cyclin , <e2> CLN1 </e2> .	0	CLB2	CLN1
The results indicate that the carboxyl - terminal domains of C6 and <e1> C7 </e1> which have cysteine - rich modules homologous to those found in factors H and I , have the capacity to link specifically with <e2> C5 </e2>	1	C7	C5
We suggest that the <e1> SRD1 </e1> gene product either interacts with or regulates the <e2> RRP1 </e2> product .	0	SRD1	RRP1
We suggest that <e1> SMF1 </e1> and <e2> SMF2 </e2> are mitochondrial membrane proteins that influence PEP - dependent protein import , possibly at the step of protein translocation .	1	SMF1	SMF2
Combinations of the <e1> TPM1 </e1> disruption with <e2> sec13 </e2> or sec18 mutations , which affect early steps in the secretory pathway , block vesicle accumulation , while combinations with sec1 , sec4 or sec6 mutations , which affect a late step in the secretory pathway , have no effect on the vesicle accumulation .	0	TPM1	sec13
Interestingly , a portion of the eIF- 2 present in cell extracts also cofractionated and coimmunoprecipitated with these regulatory proteins but was dissociated from the <e1> GCD1 </e1> / GCD2 / <e2> GCN3 </e2> complex by 0.5 M KCl .	0	GCD1	GCN3
<e1> RNR1 </e1> is inducible 3 - to 5 - fold , and <e2> RNR3 </e2> is inducible greater than 100 - fold .	0	RNR1	RNR3
<e1> CD19 </e1> and <e2> CD21 </e2> mAb each specifically coprecipitated proteins of the same size as those precipitated by TAPA- 1 and Leu- 13 mAb from B cell lines and cDNA - transfected K562 cell lines .	0	CD19	CD21
Comparative analysis of the predicted amino acid sequence has shown that the CAL1 product has similarity to two yeast proteins : the <e1> DPR1 </e1> ( RAM ) gene product that is involved in processing of ras protein at the farnesylation step , and the essential ORF2 protein whose structural gene has a head - to - head arrangement with <e2> PRP4 </e2> , which is involved in mRNA processing .	0	DPR1	PRP4
DNA - binding of the <e1> p65 </e1> dimer , in contrast to that of <e2> p50 </e2> was inhibited by I kappa B - alpha and - beta .	0	p65	p50
In the absence of mik1 and <e1> wee1 </e1> activity , <e2> cdc2 </e2> rapidly loses phosphate on tyrosine , both in strains undergoing mitotic lethality and in those that are viable owing to a compensating mutation within cdc2 .	0	wee1	cdc2
However , <e1> SRN1 </e1> does regulate the level of two newly discovered antigens , <e2> p43 </e2> and p70 , one of which is not glucose repressible .	0	SRN1	p43
The suppressing plasmids contained either <e1> CEP1 </e1> or DNA derived from the <e2> PHO4 </e2> locus .	0	CEP1	PHO4
The Saccharomyces cerevisiae <e1> GPA1 </e1> , STE4 and <e2> STE18 </e2> genes encode products homologous to mammalian G - protein alpha , beta , and gamma subunits , respectively .	0	GPA1	STE18
However , GPA1Val50 cells do not recover from division arrest in the absence of both CLN1 and <e1> CLN3 </e1> which encode G1 cyclins , indicating that the recovery - promoting activity of <e2> GPA1 </e2> Val50 requires the function of G1 cyclins .	0	CLN3	GPA1
<e1> PACAP </e1> and <e2> VIP </e2> interact with equal high affinity with a common receptor and with low affinity with the secretin receptor .	1	PACAP	VIP
The alpha ' subunit encoded by the <e1> CKA2 </e1> gene is 60 % identical to the <e2> CKA1 </e2> encoded alpha subunit and 55 % identical to the Drosophila alpha subunit ( A. Saxena , R. Padmanabha , and C. V. C. Glover , Mol. Cell. Biol .	0	CKA2	CKA1
There is also a component of <e1> HOT1 </e1> activity that is independent of both RAD1 and <e2> RAD52 </e2>	0	HOT1	RAD52
While <e1> PHO4 </e1> overexpression suppressed the methionine auxotrophy of a cep1 mutant , <e2> CEP1 </e2> overexpression failed to suppress the phenotype of a pho4 mutant ; however , a cep1 null mutation suppressed the low inorganic phosphate growth deficiency of a pho84 mutant .	1	PHO4	CEP1
Here , we show that the <e1> RAD1 </e1> and <e2> RAD10 </e2> proteins are complexed with each other in vivo .	0	RAD1	RAD10
The <e1> MCM1 </e1> gene encodes an essential DNA binding protein that , in cooperation with the transactivators alpha 1 and <e2> STE12 </e2> and the repressor alpha 2 , confers mating specificity to haploid yeast cells .	0	MCM1	STE12
In Saccharomyces cerevisiae , the RNA levels of the G1 cyclins <e1> CLN1 </e1> , CLN2 and <e2> HCS26 </e2> increase dramatically during the late G1 phase of the cell cycle .	0	CLN1	HCS26
We show that suppression of rad6 delta is dependent on the RAD52 recombinational repair pathway since suppression is not observed in the rad6 delta SRS2 strain containing an additional mutation in either the <e1> RAD51 </e1> , RAD52 , RAD54 , <e2> RAD55 </e2> or RAD57 genes .	0	RAD51	RAD55
We have also generated <e1> Rh3 </e1> and <e2> Rh4 </e2> isoform - specific antibodies and present an R7 cell map of the Drosophila retina .	0	Rh3	Rh4
Together , these data suggest that <e1> TAPA- 1 </e1> and <e2> Leu- 13 </e2> are broadly expressed members of a signal transduction complex in which lineage - specific proteins , such as CD19 and CD21 provide cell - specific functions .	0	TAPA- 1	Leu- 13
In addition , we have identified a polymorphic gene , <e1> SSD1 </e1> that in some versions can suppress the lethality due to a deletion of <e2> SIT4 </e2> and can also partially suppress the phenotypic defects due to a null mutation in BCY1 .	1	SSD1	SIT4
In electrophoretic mobility shift assays and upon sedimentation through glycerol gradients , NF - kappa B appears to exist as a heterodimer composed of one <e1> p50 </e1> and one <e2> p65 </e2> subunit whereas data from gel filtration suggest a higher order complex .	0	p50	p65
Combinations of the TPM1 disruption with <e1> sec13 </e1> or <e2> sec18 </e2> mutations , which affect early steps in the secretory pathway , block vesicle accumulation , while combinations with sec1 , sec4 or sec6 mutations , which affect a late step in the secretory pathway , have no effect on the vesicle accumulation .	0	sec13	sec18
Combined disruption of MDH1 <e1> MDH2 </e1> and <e2> MDH3 </e2> loci in a haploid strain resulted in the absence of detectable cellular malate dehydrogenase activity .	1	MDH2	MDH3
<e1> GCD1 </e1> and <e2> GCD2 </e2> are negative regulators required for the repression of GCN4 translation under nonstarvation conditions that is mediated by upstream open reading frames ( uORFs ) in the leader of GCN4 mRNA .	0	GCD1	GCD2
CLB1 and <e1> CLB2 </e1> mRNA levels peak late in the cell cycle , whereas CLB3 and <e2> CLB4 </e2> are expressed earlier in the cell cycle but peak later than the G1 - specific cyclin , CLN1 .	0	CLB2	CLB4
The <e1> MDH3 </e1> isozyme of Saccharomyces cerevisiae was purified from a haploid strain containing disruptions in genomic loci encoding the mitochondrial MDH1 and nonmitochondrial <e2> MDH2 </e2> isozymes .	0	MDH3	MDH2
Incubation of a temperature - sensitive gcdl - 101 mutant at the restrictive temperature led to a rapid reduction in the average size and quantity of polysomes , plus an accumulation of inactive 80S ribosomal couples ; in addition , excess amounts of eIF- 2 alpha , <e1> GCD1 </e1> <e2> GCD2 </e2> and GCN3 were found comigrating with free 40S ribosomal subunits .	0	GCD1	GCD2
The formation and structure of the complement cytolytic intermediary complex , C5 b 7 , were studied with the aim of determining the interactive regions of <e1> C5 </e1> <e2> C6 </e2> and C7	0	C5	C6
The <e1> RAS1 </e1> and <e2> RAS2 </e2> proteins overexpressed in ira mutants accumulated in the GTP - bound form , whereas in the wild - type strain the proteins were found mostly in the GDP - bound form , indicating that IRA1 and IRA2 negatively regulate the level of RAS - GTP .	0	RAS1	RAS2
Western blot analysis with a TAPA- 1 mAb verified the identity of TAPA- 1 in <e1> CD19 </e1> and <e2> CD21 </e2> immunoprecipitated materials .	0	CD19	CD21
Using the polymerase chain reaction ( PCR ) with oligonucleotide primers based on sequences conserved between <e1> CNA1 </e1> and mammalian <e2> PP2B </e2> genes , we isolated a second gene , CNA2 CNA2 is identical to PP2Bw , a partial cDNA clone previously described by others as originating from rabbit brain tissue .	0	CNA1	PP2B
Enzyme assays revealed that the <e1> RAD52 </e1> ( YEp213 - 10 ) strain had the highest level of antibody - precipitable <e2> NUC2 </e2> endo-exonuclease whereas the nuc2 and rad52 mutants had the lowest levels .	0	RAD52	NUC2
Combinations of the <e1> TPM1 </e1> disruption with sec13 or sec18 mutations , which affect early steps in the secretory pathway , block vesicle accumulation , while combinations with sec1 , sec4 or <e2> sec6 </e2> mutations , which affect a late step in the secretory pathway , have no effect on the vesicle accumulation .	0	TPM1	sec6
We identified <e1> IRA2 </e1> encoding a protein of 3,079 amino acids , that is 45 % identical to the <e2> IRA1 </e2> protein .	0	IRA2	IRA1
Furthermore , mAb binding to CD19 CD21 <e1> TAPA- 1 </e1> , and <e2> Leu- 13 </e2> on B cell lines induced similar biologic responses , including the induction of homotypic adhesion , inhibition of proliferation , and an augmentation of the increase in intracellular [ Ca2 + ] induced by suboptimal cross-linking of surface Ig on B cell lines .	0	TAPA- 1	Leu- 13
We have cloned the genes for two novel ubiquitin - conjugating enzymes , <e1> UBC4 </e1> and <e2> UBC5 </e2> from the yeast Saccharomyces cerevisiae .	0	UBC4	UBC5
<e1> RPD3 </e1> is required for both full repression and full activation of transcription of target genes including <e2> PHO5 </e2> , STE6 , and TY2 .	0	RPD3	PHO5
We have isolated a gene , designated <e1> ACE2 </e1> which when present on a high - copy - number plasmid suppresses the copper - sensitive phenotype of an <e2> ace1 </e2> - deletion strain .	1	ACE2	ace1
This view is supported by the finding that most monoclonal antibodies directed at the CD45 molecules are strongly co-mitogenic with <e1> CD2 </e1> but not <e2> CD3 </e2> monoclonal antibodies .	0	CD2	CD3
These data suggest that p120 <e1> GAP </e1> and <e2> p62 </e2> play a role in some aspect of mRNA processing or utilization and that this role may be regulated by tyrosine phosphorylation , and indirectly , by p21ras .	1	GAP	p62
BEM1 maps centromere distal to <e1> TYR1 </e1> on chromosome II , and BEM2 maps between <e2> SPT15 </e2> and STP2 on chromosome V .	0	TYR1	SPT15
The <e1> GAP </e1> SH2 - C domain , unlike SH2 - N , does not bind efficiently to activated receptors or <e2> p62 </e2> in vitro .	0	GAP	p62
Like cells mutant at <e1> byr1 </e1> and byr2 , two genes that encode putative protein kinases and that in multiple copies are also suppressors of the sporulation defects of <e2> ras1 </e2> null diploid cells , cells mutant at byr3 are viable but defective in conjugation .	0	byr1	ras1
Chemical cross-linking using a cleavable radioiodinated photoreactive reagent revealed that both C6 and <e1> C7 </e1> associate preferentially with the alpha ' - chain of <e2> C5 b </e2>	0	C7	C5 b
This was further supported by observing that an immunoaffinity - isolated polyclonal antibody against <e1> LRP </e1> blocked cellular degradation of 125I <e2> LPL </e2> in a dose - dependent manner .	1	LRP	LPL
This domain is essential for <e1> BCR </e1> <e2> ABL </e2> mediated transformation .	0	BCR	ABL
However , <e1> GPA1Val50 </e1> cells do not recover from division arrest in the absence of both CLN1 and <e2> CLN3 </e2> which encode G1 cyclins , indicating that the recovery - promoting activity of GPA1 Val50 requires the function of G1 cyclins .	1	GPA1Val50	CLN3
We show that suppression of rad6 delta is dependent on the RAD52 recombinational repair pathway since suppression is not observed in the rad6 delta SRS2 strain containing an additional mutation in either the <e1> RAD51 </e1> , RAD52 , RAD54 , RAD55 or <e2> RAD57 </e2> genes .	0	RAD51	RAD57
Mutations of yeast <e1> CYC8 </e1> or <e2> TUP1 </e2> genes greatly reduce the degree of glucose repression of many genes and affect other regulatory pathways , including mating type .	1	CYC8	TUP1
Furthermore , respiratory growth of cox3 - 1 mutant strains was sensitive to decreased dosage of genes <e1> PET494 </e1> and <e2> PET122 </e2> in heterozygous mutant diploids , unlike the growth of strains carrying wild - type mtDNA .	0	PET494	PET122
The mutant <e1> SNF1 </e1> G53R protein is still responsive to <e2> SNF4 </e2> but has greatly elevated kinase activity in immune complex assays ; in contrast , the activity is wild type in a protein blot assay .	1	SNF1	SNF4
Also , like <e1> wee1 </e1> and cdc2-w , <e2> stf1 </e2> suppression of cdc25 is reversed by overexpression of the putative type 1 protein phosphatase bws1+/dis2 +.	0	wee1	stf1
Combined disruption of <e1> MDH1 </e1> MDH2 and <e2> MDH3 </e2> loci in a haploid strain resulted in the absence of detectable cellular malate dehydrogenase activity .	0	MDH1	MDH3
Like cells mutant at byr1 and <e1> byr2 </e1> , two genes that encode putative protein kinases and that in multiple copies are also suppressors of the sporulation defects of ras1 null diploid cells , cells mutant at <e2> byr3 </e2> are viable but defective in conjugation .	0	byr2	byr3
Finally , the results of coimmunoprecipitation experiments demonstrate that at least the <e1> SPT5 </e1> and <e2> SPT6 </e2> proteins interact physically .	0	SPT5	SPT6
We have shown previously that carboxy - terminal deletions of <e1> PET122 </e1> are allele - specifically suppressed by mutations in an unlinked nuclear gene , termed <e2> PET123 </e2> that encodes a small subunit ribosomal protein .	1	PET122	PET123
These observations indicate that the <e1> RAD1 </e1> and RAD10 genes function together in a mitotic recombination pathway that is distinct from the <e2> RAD52 </e2> recombination pathway .	0	RAD1	RAD52
Comparative analysis of the predicted amino acid sequence has shown that the CAL1 product has similarity to two yeast proteins : the <e1> DPR1 </e1> ( <e2> RAM </e2> ) gene product that is involved in processing of ras protein at the farnesylation step , and the essential ORF2 protein whose structural gene has a head - to - head arrangement with PRP4 , which is involved in mRNA processing .	0	DPR1	RAM
Combinations of the TPM1 disruption with sec13 or <e1> sec18 </e1> mutations , which affect early steps in the secretory pathway , block vesicle accumulation , while combinations with sec1 , sec4 or <e2> sec6 </e2> mutations , which affect a late step in the secretory pathway , have no effect on the vesicle accumulation .	0	sec18	sec6
GCD factors are thought to be antagonized by the positive regulators GCN1 , GCN2 and <e1> GCN3 </e1> in amino acid-starved cells to allow for increased <e2> GCN4 </e2> protein synthesis .	0	GCN3	GCN4
SLU1 and SLU2 are essential for the first catalytic step of splicing , while <e1> SLU7 </e1> and <e2> SLU4 </e2> ( an allele of PRP17 [ U. Vijayraghavan , M. Company , and J. Abelson , Genes Dev. 3:1206-1216 , 1989 ] ) are required only for the second step of splicing .	0	SLU7	SLU4
Genetic analysis of strains that are disrupted for <e1> SAC7 </e1> demonstrated that the protein is required for normal growth and <e2> actin </e2> assembly at low temperatures .	0	SAC7	actin
Increased dosage of <e1> YCK1 </e1> suppressed defects caused by reduced <e2> SNF1 </e2> protein kinase activity , and increased dosage of YCK2 relieved sensitivity of wild - type cells to salt stress .	1	YCK1	SNF1
PHO2 the binding site of which is located within a nucleosome under conditions of <e1> PHO5 </e1> repression , contributes to the chromatin transition either by destabilizing histone - DNA interactions or by under - going interactions with <e2> PHO4 </e2>	0	PHO5	PHO4
We have now identified a third distinct member of this class of ubiquitin conjugating enzymes , UBC1 UBC1 <e1> UBC4 </e1> and <e2> UBC5 </e2> are functionally overlapping and constitute an enzyme family essential for cell growth and viability .	0	UBC4	UBC5
Also , like <e1> wee1 </e1> and <e2> cdc2-w </e2> , stf1 suppression of cdc25 is reversed by overexpression of the putative type 1 protein phosphatase bws1+/dis2 +.	0	wee1	cdc2-w
We conclude that , in addition to the <e1> GAL3 </e1> like activity of GAL1 functions beyond the galactose - specific GAL1 <e2> GAL7 </e2> and GAL10 enzymes are required for the LTA induction pathway .	1	GAL3	GAL7
Using anti-peptide antibodies against <e1> U2AF35 </e1> we show that the protein has the intracellular distribution characteristic of <e2> U2AF65 </e2> .	1	U2AF35	U2AF65
These results support the notion that the <e1> SAC7 </e1> gene product is involved in the normal assembly or function or both of <e2> actin </e2>	1	SAC7	actin
The <e1> SEC8 </e1> and <e2> SEC15 </e2> genes are essential for exocytosis in the yeast Saccharomyces cerevisiae and exhibit strong genetic interactions with SEC4 , a gene of the ras superfamily .	1	SEC8	SEC15
Interestingly , a portion of the <e1> eIF- 2 </e1> present in cell extracts also cofractionated and coimmunoprecipitated with these regulatory proteins but was dissociated from the <e2> GCD1 </e2> / GCD2 / GCN3 complex by 0.5 M KCl .	0	eIF- 2	GCD1
Ras GTPase - activating protein <e1> GAP </e1> contains two Src homology 2 ( SH2 ) domains which are implicated in binding to tyrosine - phosphorylated sites in specific activated growth factor receptors and to a cytoplasmic tyrosine - phosphorylated protein , <e2> p62 </e2>	0	GAP	p62
Monoclonal anti <e1> CR2 </e1> antibody HB5 , but not OKB - 7 , blocks <e2> IFN </e2> alpha binding to Raji cells .	0	CR2	IFN
We show that suppression of rad6 delta is dependent on the RAD52 recombinational repair pathway since suppression is not observed in the rad6 delta SRS2 strain containing an additional mutation in either the <e1> RAD51 </e1> , <e2> RAD52 </e2> , RAD54 , RAD55 or RAD57 genes .	0	RAD51	RAD52
The budding yeast cell - cycle gene , <e1> DBF2 </e1> encoding a putative protein kinase , was shown to have a homologue , designated <e2> DBF20 </e2>	0	DBF2	DBF20
Nucleic acid sequence indicates <e1> byr3 </e1> has the capacity to encode a protein with seven zinc finger binding domains , similar in structure to the cellular nucleic acid binding protein ( <e2> CNBP </e2> ) , a human protein that was identified on the basis of its ability to bind DNA .	0	byr3	CNBP
Since <e1> PTKs </e1> appear to be involved in stimulus - response coupling at the plasma membrane , these results suggest that ligand interaction with <e2> GPIV </e2> may activate signaling pathways that are triggered by tyrosine phosphorylation .	0	PTKs	GPIV
BEM1 maps centromere distal to TYR1 on chromosome II , and <e1> BEM2 </e1> maps between SPT15 and <e2> STP2 </e2> on chromosome V .	0	BEM2	STP2
Mutations in <e1> RAD1 </e1> and RAD52 decrease the ability of HOT1 to stimulate intrachromosomal recombination while mutations in <e2> RAD4 </e2> and RAD50 do not affect HOT1 activity .	0	RAD1	RAD4
The <e1> IRA1 </e1> and <e2> IRA2 </e2> genes of S. cerevisiae encode closely related proteins that also share homology with mammalian GAP ( ras GTPase activating protein ) .	0	IRA1	IRA2
Remarkably , the predicted <e1> SMF1 </e1> and <e2> SMF2 </e2> products are 49 % identical to each other overall .	0	SMF1	SMF2
The SPT4 , <e1> SPT5 </e1> and SPT6 genes of Saccharomyces cerevisiae were identified originally by mutations that suppress delta insertion mutations at <e2> HIS4 </e2> and LYS2 .	0	SPT5	HIS4
Here we report that four newly discovered suppressors of <e1> YPT1 </e1> deletion ( SLY1- 20 , SLY2 , SLY12 and <e2> SLY41 </e2> ) to a varying degree restore ER - to - Golgi transport defects in cells lacking Ypt1 p .	0	YPT1	SLY41
We conclude that , in addition to the <e1> GAL3 </e1> like activity of GAL1 functions beyond the galactose - specific GAL1 GAL7 and <e2> GAL10 </e2> enzymes are required for the LTA induction pathway .	0	GAL3	GAL10
Combinations of the <e1> TPM1 </e1> disruption with sec13 or <e2> sec18 </e2> mutations , which affect early steps in the secretory pathway , block vesicle accumulation , while combinations with sec1 , sec4 or sec6 mutations , which affect a late step in the secretory pathway , have no effect on the vesicle accumulation .	0	TPM1	sec18
Cellular interactions mediated by <e1> B7 </e1> and <e2> CD28 </e2> may represent an important component of the functional interactions between T and B lymphoid cells .	1	B7	CD28
We infer from these data that <e1> SLU4 </e1> <e2> SLU7 </e2> PRP18 , PRP16 and the U5 snRNA interact functionally and that a major role of the U5 snRNP is to coordinate a set of factors that are required for the completion of the second catalytic step of splicing .	0	SLU4	SLU7
However , <e1> SRN1 </e1> does regulate the level of two newly discovered antigens , p43 and <e2> p70 </e2> , one of which is not glucose repressible .	1	SRN1	p70
We have now analyzed interactions between <e1> SPT4 </e1> , SPT5 and <e2> SPT6 </e2>	0	SPT4	SPT6
Here we show that Sec61 , <e1> Sec62 </e1> and <e2> Sec63 </e2> are assembled with two additional proteins into a multisubunit membrane - associated complex .	0	Sec62	Sec63
None of the wee1 - 50 , adh.nim1 + and win1 + alleles had any affect on sporulation , suggesting that their interactions with <e1> cdc25 </e1> and <e2> cdc2 </e2> are specific to mitosis .	0	cdc25	cdc2
The <e1> SPT4 </e1> , SPT5 and SPT6 genes of Saccharomyces cerevisiae were identified originally by mutations that suppress delta insertion mutations at <e2> HIS4 </e2> and LYS2 .	0	SPT4	HIS4
Previous genetic studies suggested that <e1> GCD1 </e1> GCD2 and <e2> GCN3 </e2> have closely related functions in the regulation of GCN4 expression that involve translation initiation factor 2 ( eIF - 2 ) .	1	GCD1	GCN3
These observations indicate that the RAD1 and <e1> RAD10 </e1> genes function together in a mitotic recombination pathway that is distinct from the <e2> RAD52 </e2> recombination pathway .	1	RAD10	RAD52
Three of these <e1> CLB1 </e1> CLB2 and <e2> CLB4 </e2> ) encode proteins strongly homologous to G2 - specific B - type cyclins .	0	CLB1	CLB4
Combinations of the TPM1 disruption with sec13 or sec18 mutations , which affect early steps in the secretory pathway , block vesicle accumulation , while combinations with sec1 , <e1> sec4 </e1> or <e2> sec6 </e2> mutations , which affect a late step in the secretory pathway , have no effect on the vesicle accumulation .	0	sec4	sec6
This association may allow <e1> CD45 </e1> to engage and dephosphorylate lck or another <e2> CD4 </e2> or CD8 associated substrate in order to reset the receptor complex to receive a new set of stimuli .	0	CD45	CD4
But there are minor subpopulations in which these receptor systems can transduce signals despite a mutually exclusive expression , indicating that <e1> CD3 </e1> - Ti and <e2> CD2 </e2> can act independently of each other .	0	CD3	CD2
However , GPA1Val50 cells do not recover from division arrest in the absence of both <e1> CLN1 </e1> and <e2> CLN3 </e2> which encode G1 cyclins , indicating that the recovery - promoting activity of GPA1 Val50 requires the function of G1 cyclins .	0	CLN1	CLN3
The predicted <e1> CYC8 </e1> protein contains 10 copies of the 34 - amino - acid tetratricopeptide repeat unit , and the predicted <e2> TUP1 </e2> protein has six repeated regions found in the beta subunit of heterotrimeric G proteins .	0	CYC8	TUP1
<e1> PHO2 </e1> the binding site of which is located within a nucleosome under conditions of PHO5 repression , contributes to the chromatin transition either by destabilizing histone - DNA interactions or by under - going interactions with <e2> PHO4 </e2>	1	PHO2	PHO4
<e1> wee1 </e1> and phenotypically wee alleles of cdc2 are epistatic to <e2> cdc25 </e2>	0	wee1	cdc25
Binding assays with glutathione S - transferase ( GST ) fusion proteins demonstrated that either Src homology region 2 ( SH2 ) domain of <e1> p85 </e1> is sufficient for binding to <e2> EGF </e2> and PDGF receptors and that receptor tyrosine autophosphorylation is required for binding .	0	p85	EGF
The <e1> SPT4 </e1> , SPT5 and SPT6 genes of Saccharomyces cerevisiae were identified originally by mutations that suppress delta insertion mutations at HIS4 and <e2> LYS2 </e2> .	0	SPT4	LYS2
Furthermore , mAb binding to CD19 <e1> CD21 </e1> TAPA- 1 , and <e2> Leu- 13 </e2> on B cell lines induced similar biologic responses , including the induction of homotypic adhesion , inhibition of proliferation , and an augmentation of the increase in intracellular [ Ca2 + ] induced by suboptimal cross-linking of surface Ig on B cell lines .	0	CD21	Leu- 13
FUS3 is also required for vegetative growth in haploid strains dependent upon CLN3 for cell cycle progression but is not required in strains dependent upon either <e1> CLN1 </e1> or <e2> CLN2 </e2> , suggesting a functional divergence among the three G1 cyclins .	0	CLN1	CLN2
Unlike the <e1> ncd </e1> mutation , which affects all chromosome pairs , the <e2> nod </e2> mutation affects only the disjunction of nonexchange chromosomes .	0	ncd	nod
Strains containing mutations in SIT4 are sensitive to the loss of either <e1> CLN2 </e1> or <e2> CLN3 </e2> function .	0	CLN2	CLN3
Disruption of pyp1 advances mitosis , suppresses overexpression of the tyrosine kinase encoded by the <e1> wee1 </e1> mitotic inhibitor , and causes lethal mitotic catastrophe in <e2> cdc25 </e2> overproducer cells .	0	wee1	cdc25
Two cDNAs encoding casein kinase - 1 have been isolated from a yeast cDNA library and termed <e1> CKI1 </e1> and <e2> CKI2 </e2>	0	CKI1	CKI2
Disruptions of either <e1> PPH21 </e1> or <e2> PPH22 </e2> had no effects , but spores disrupted for both genes produced very small colonies with few surviving cells .	1	PPH21	PPH22
Genetic selections uncovered three Saccharomyces cerevisiae genes ( SEC61 , <e1> SEC62 </e1> and <e2> SEC63 </e2> , mutations in which block import of precursor proteins into the ER lumen in vivo and in vitro .	0	SEC62	SEC63
Subcloning experiments confirmed that suppression correlated with increased dosage of <e1> PHO4 </e1> PHO4c , pho80 and pho84 mutations , all of which lead to constitutive activation of the <e2> PHO4 transcription factor </e2> , also suppressed cep1 methionine auxotrophy .	0	PHO4	PHO4 transcription factor
The SPT4 , SPT5 and <e1> SPT6 </e1> genes of Saccharomyces cerevisiae were identified originally by mutations that suppress delta insertion mutations at <e2> HIS4 </e2> and LYS2 .	0	SPT6	HIS4
The sequence shows a high level of identity with protein kinases over the amino - terminal catalytic domain , and limited identity with yeast protein kinases <e1> SNF1 </e1> , KIN2 and <e2> KIN1 </e2> over part of the carboxyl - terminal domain .	0	SNF1	KIN1
