sentence	label	e1	e2
Tight junction proteins claudin-3 and <e1> claudin-4 </e1> are frequently overexpressed in <e2> ovarian cancer </e2> but not in ovarian cystadenomas.	0	claudin-4	ovarian cancer
The proliferation of certain human HER2-positive <e2> breast cancer </e2> lines also requires HSF1, as its knockdown led to upregulation of <e1> p21 </e1> and/or decrease in survivin, precipitating growth arrest.	1	p21	breast cancer
The authors report one case in a 43-year-old woman, the initial interpretation of which, based on pleural and peritoneal exudate, showed suspected latero-uterine mass and significant elevated serum <e1> CA 125 </e1> level, mimicking disseminated <e2> ovarian carcinoma </e2> .	0	CA 125	ovarian carcinoma
While expression of Bcl-2, Bcl-X(L), <e1> Hsp 70 </e1> and 90 was increased, expression of Bax and caspases 8 and 3 was significantly lower in both human as well as canine <e2> mammary tumor </e2> tissues compared to corresponding adjacent tissues.	0	Hsp 70	mammary tumor
Here, we demonstrate that the EGFR inhibitor PD153035 specifically induces <e1> RAR-beta2 </e1> , but not the other two isoforms (RAR-beta1, RAR-beta4) in MDA-MB-468 and <e2> MDA-MB-453 </e2> human breast cancer cells.	0	RAR-beta2	MDA-MB-453
We report that transfection of insulin-like growth factor-binding protein-3 ( <e1> IGFBP-3 </e1> ) cDNA in human breast cancer cell lines expressing either mutant p53 ( <e2> T47D </e2> ) or wild-type p53 (MCF-7) induces apoptosis.	1	IGFBP-3	T47D
Loss of <e1> profilin-1 </e1> expression enhances <e2> breast cancer </e2> cell motility by Ena/VASP proteins.	1	profilin-1	breast cancer
Up-regulation of AR by 1,25(OH)2D3 and of <e1> VDR </e1> by DHT provides evidence of cross-talk between 2 signaling pathways in <e2> OVCAR-3 </e2> cells.	0	VDR	OVCAR-3
Response to bicalutamide in <e2> LNCaP </e2> cells was represented by downregulation of androgen-regulated genes, activation of the p53 pathway and inhibition of telomerase, which was associated with downregulation of v-myc avian myelocytomatosis viral oncogene homologue (MYC) and <e1> telomerase reverse transcriptase subunit </e1> .	0	telomerase reverse transcriptase subunit	LNCaP
Hence, re-expression of the p75NTR appears to partially reverse de-differentiation of <e2> prostate cancer </e2> cells by up-regulating the expression of <e1> CRABPI </e1> for localized sequestration of retinoids that are available to newly up-regulated RAR-beta, RXR-alpha, and RXR-beta.	1	CRABPI	prostate cancer
These results support the hypothesis that <e1> EMSY </e1> overexpression can play a role in the genesis of human <e2> breast cancer </e2> .	1	EMSY	breast cancer
In <e2> MDA-MB-231 </e2> , TGF-beta1 had no effect on cell proliferation but increased <e1> uPA </e1> activity and PAI-1 antigen level; sodium butyrate inhibited both cell proliferation and uPA activity but had no effect on PAI-1 level.	0	uPA	MDA-MB-231
Moreover, as observed in the clinical samples, <e1> ERG </e1> expression was fully restored in the <e2> VCaP </e2> xenografts that relapsed after castration, coincident with AR reactivation.	0	ERG	VCaP
Knockdown of <e1> TRAIL receptor 4 </e1> by RNA interference or ectopic expression of Fas relieved the suppressive effect of 1,25-dihydroxyvitamin D3, showing that molecular manipulation of death receptors is a viable approach to overcome the protective effect of 1,25-dihydroxyvitamin D3 on the apoptosis of <e2> ovarian cancer </e2> .	1	TRAIL receptor 4	ovarian cancer
This promotes Twist over-expression, resulting in <e1> E-cadherin </e1> downregulation that induces EMT in <e2> ovarian cancer </e2> .	0	E-cadherin	ovarian cancer
We found a significant increase of activated <e1> mitogen-activated protein (MAP) kinase </e1> in <e2> prostate tumors </e2> from patients receiving HF during androgen ablation therapy.	0	mitogen-activated protein (MAP) kinase	prostate tumors
Four out of the twelve cancer tissue specimens, one specimen of cancer ascites cells and the NIH: <e2> OVCAR-3 </e2> cancer cell line showed elevated amplification of <e1> c-Ki-ras </e1> , as compared to the human fibroblast cell line FS4 and normal ovarian tissues.	0	c-Ki-ras	OVCAR-3
Moreover, <e1> cav-1 </e1> expression was induced in <e2> IGROV1 </e2> cells by transfection with intracellular anti-alphaFR antibodies to downmodulate alphaFR expression.	0	cav-1	IGROV1
AGR2 knockdown induced cell death in <e2> ZR-75-1 </e2> and T47 D cells, and also downregulated survivin and <e1> c-Myc </e1> .	0	c-Myc	ZR-75-1
Anti-androgen use early in the course of <e2> ovarian cancer </e2> is more likely to be effective as these data suggest that <e1> androgen receptor </e1> expression decreases with exposure to chemotherapy and this may explain the low response rates seen in clinical trials of patients heavily pre-treated with multiple courses of chemotherapy.	0	androgen receptor	ovarian cancer
Experimental work in various <e2> prostate cancer </e2> models revealed that the <e1> androgen receptor </e1> is frequently upregulated and implicated in tumor progression.	1	androgen receptor	prostate cancer
<e2> DU145 </e2> human prostate carcinoma cells were transfected with the cDNA for manganese superoxide dismutase ( <e1> MnSOD </e1> ), and two clones overexpressing MnSOD activity were subsequently characterized by comparison with parental and plasmid control-transfected cells.	0	MnSOD	DU145
Coordinate up-regulation of TMEM97 and <e1> cholesterol biosynthesis genes </e1> in normal ovarian surface epithelial cells treated with progesterone: implications for pathogenesis of <e2> ovarian cancer </e2> .	0	cholesterol biosynthesis genes	ovarian cancer
Attenuating hypoxia-inducible factor (HIF)-1α expression via small interference RNA resulted in a significantly decreased <e1> hCG </e1> expression in <e2> OVCAR-3 </e2> , which indicated that the effect of hypoxia on hCG expression was mediated through HIF-1α.	0	hCG	OVCAR-3
Elevated expression of <e1> Met </e1> has been shown in advanced cases of <e2> carcinoma of the prostate </e2> , stomach, pancreas, and thyroid.	0	Met	carcinoma of the prostate
Electronic profiling of publicly available expressed sequence tag databases identified a gene, cysteine-rich secretoryprotein-3 ( <e1> CRISP-3 </e1> ), that is up-regulated in <e2> prostate cancer </e2> , and of which the expression is relatively prostate-specific.	0	CRISP-3	prostate cancer
IL-1 and CDDP treatment induced <e1> p53 protein </e1> in NIH: <e2> OVCAR-3 </e2> tumor cells.	0	p53 protein	OVCAR-3
This decrease in the UTP and <e1> CTP </e1> pools promoted a fivefold increase in the incorporation of [3H]BrdUrd into the DNA of <e2> BG-1 </e2> cells.	0	CTP	BG-1
Decreased expression of <e1> miR-342 </e1> in the therapeutically challenging triple-negative breast tumours, increased miR-342 expression in the luminal B tumours, and downregulated miR-520g in ER and PR-positive tumours indicates that not only is dysregulated miRNA expression a marker for poorer prognosis <e2> breast cancer </e2> , but that it could also present an attractive target for therapeutic intervention.	0	miR-342	breast cancer
<e1> PDLIM4 mRNA </e1> and protein-expression levels were reduced in LNCaP, LAPC4, DU145, CWR22, and <e2> PC3 </e2> prostate cancer cells.	0	PDLIM4 mRNA	PC3
Treatment with cisplatin resulted in more cells accumulating in S phase in <e1> Bcl-2 </e1> -overexpressing <e2> SKOV3 </e2> cells, while the inhibition of Bcl-2 abolished delayed entry into G2M phase without affecting cisplatin-induced apoptosis.	1	Bcl-2	SKOV3
The overexpression of Bax inhibitor-1 ( <e1> BI-1 </e1> ) in <e2> prostate carcinoma </e2> and prostate cancer cell lines was confirmed by using Northern blot and Western blot analyses.	0	BI-1	prostate carcinoma
Downregulation of <e1> protein kinase C </e1> suppresses induction of apoptosis in human <e2> prostatic carcinoma </e2> cells.	1	protein kinase C	prostatic carcinoma
Experimentally, we found that reducing expression of <e1> SCRIB </e1> by short-hairpin RNAs (shRNAs) reduces the growth of human <e2> breast cancer </e2> cells in xenograft assays.	1	SCRIB	breast cancer
We previously showed that the expressing level of <e1> FSH receptor </e1> (FSHR) increased from ovarian epithelial inclusions (OEIs) to benign <e2> ovarian epithelial tumors </e2> (OETs) and to borderline OETs, whereas FSHR levels decreased with an increase in carcinoma grade.	0	FSH receptor	ovarian epithelial tumors
We have previously shown that TCEAL7 ( <e1> transcription elongation factor A (SII)-like 7 </e1> ) is epigenetically down-regulated in the majority of epithelial <e2> ovarian cancers </e2> .	0	transcription elongation factor A (SII)-like 7	ovarian cancers
Activated <e1> STAT3 </e1> correlated with elevated cyclin D1 protein in primary <e2> breast tumors </e2> and breast cancer-derived cell lines.	0	STAT3	breast tumors
Our findings suggest that the down-regulation of <e1> ICAM-1 </e1> in mammary epithelial cells may contribute both to the high expression of psoriasin seen in some high-grade <e2> DCIS </e2> tumors and to the induction of MUC1.	0	ICAM-1	DCIS
Hence, re-expression of the p75NTR appears to partially reverse de-differentiation of <e2> prostate cancer </e2> cells by up-regulating the expression of CRABPI for localized sequestration of retinoids that are available to newly up-regulated <e1> RAR-beta </e1> , RXR-alpha, and RXR-beta.	0	RAR-beta	prostate cancer
<e2> DOV13 </e2> cells incubated with active rhMMP-7 significantly increased cellular invasion and <e1> proMMP-2 </e1> activation.	0	proMMP-2	DOV13
Effects of Fadrozole (CGS 16949A) and Letrozole (CGS 20267) on the inhibition of <e1> aromatase </e1> activity in <e2> breast cancer </e2> patients.	0	aromatase	breast cancer
<e1> Cyclin D1 </e1> and D3 are overexpressed in human <e2> breast cancer </e2> cell lines and primary invasive breast cancers, and Cyclin D3 frequently exceeded the expression of Cyclin D1 in ErbB2-positive cases.	0	Cyclin D1	breast cancer
In the CM of <e2> BPH </e2> stromal cells, <e1> IGFBP-2 </e1> levels were dramatically reduced to less than 20% of normal (P &lt; 0.001).	0	IGFBP-2	BPH
The insLQ polymorphism increases <e1> LHR </e1> activity, thereby shortening <e2> breast cancer </e2> disease-free survival, probably by increasing estrogen exposure in female carriers.	0	LHR	breast cancer
This study showed that <e1> IL-18 </e1> serum levels were elevated in <e2> ovarian cancer </e2> patients and were correlated with overall survival, although they were shown not to be an independent prognostic factor.	0	IL-18	ovarian cancer
Increasing RSK isoform 2 (RSK2) levels in the human prostate cancer line, <e2> LNCaP </e2> , enhanced prostate-specific antigen ( <e1> PSA </e1> ) expression, an important diagnostic marker for prostate cancer, whereas inhibiting RSK activity using a RSK-specific inhibitor, 3Ac-SL0101, decreased PSA expression.	0	PSA	LNCaP
Moreover, as observed in the clinical samples, ERG expression was fully restored in the <e2> VCaP </e2> xenografts that relapsed after castration, coincident with <e1> AR </e1> reactivation.	0	AR	VCaP
Basal levels and <e1> adrenocorticotropic hormone </e1> (ACTH)-induced increments (delta-values) of serum cortisol, dehydroepiandrosterone (DHA), dehydroepiandrosterone sulfate (DHAS), 4-androstene-3, 17-dione (A4), and 17-hydroxyprogesterone (170HP); basal testosterone (T), luteinizing hormone (LH), serum ASAT, gamma-GT, and albumin were measured in <e2> prostatic cancer </e2> patients before and after 6 months of treatment with LH-RH-agonist, with flutamide, and with LH-RH-agonist + flutamide, respectively.	0	adrenocorticotropic hormone	prostatic cancer
In 60% of <e2> breast cancers </e2> , the <e1> pp60(c-src) </e1> level was increased, the reaction intensity was elevated, and a positive reaction was seen in cytoplasma and in the nuclear area.	0	pp60(c-src)	breast cancers
Many advanced human tumors including <e2> breast cancer </e2> overproduce <e1> plasmin </e1> that is known to promote angiogenesis and metastasis.	1	plasmin	breast cancer
<e2> M12 </e2> cells, like many other human cancer cells, contain constitutively activated signal transducer and activator of transcription 3 ( <e1> STAT3 </e1> ).	0	STAT3	M12
In the first prospective study, 106 of 158 men with elevated <e1> PSA </e1> levels &lt;10.0 ng/ml were further evaluated and 37 <e2> prostate carcinomas </e2> were detected.	0	PSA	prostate carcinomas
The elevated testosterone levels and the increased levels of insulin, IGF-I, and IGF-II that are seen in PCOS and abdominal obesity could favor the development of <e2> breast cancer </e2> in several ways, all of which have been demonstrated experimentally: binding of testosterone to cancer cells bearing testosterone receptors, with direct stimulation; intratissular aromatization of testosterone to estradiol, with stimulation of estrogen-sensitive cells; stimulation of the production of epithelial growth factor ( <e1> EGF </e1> ) by testosterone, with direct mitogenic effect of EGF on cancer cells; stimulation of aromatase by insulin and IGF-I; direct mitogenic stimulation of cancer cells by insulin, IGF-I, and IGF-II; and stimulation by IGF-I and IGF-II of the intratissular reduction of estrone to estradiol.	1	EGF	breast cancer
<e1> Epidermal growth factor </e1> (EGF) and hepatocyte growth factor (HGF) are often both overexpressed and contribute to the growth of <e2> ovarian cancer </e2> by activating autocrine pathways.	1	Epidermal growth factor	ovarian cancer
We also observed a reduction of <e1> UBR1 protein </e1> levels in geldanamycin-treated mouse embryonic fibroblasts and human <e2> breast cancer </e2> cells, suggesting that UBR1 is an Hsp90 client.	0	UBR1 protein	breast cancer
Human chorionic gonadotropin (hCG) inhibits cisplatin-induced apoptosis in <e2> ovarian cancer </e2> cells: possible role of up-regulation of <e1> insulin-like growth factor-1 </e1> by hCG.	1	insulin-like growth factor-1	ovarian cancer
We present here for the first time that <e1> signal transducers and activators of transcription 3 </e1> (Stat3), which is constitutively activated in a wide variety of human cancers, including <e2> prostate cancer </e2> , interacts with PKCepsilon.	0	signal transducers and activators of transcription 3	prostate cancer
Methylseleninic acid enhances taxane drug efficacy against human <e2> prostate cancer </e2> and down-regulates antiapoptotic proteins Bcl-XL and <e1> survivin </e1> .	0	survivin	prostate cancer
L-mimosine treatment decreased <e1> cyclin D1 </e1> protein in <e2> PC-3 </e2> cells, but not in LNCaP cells.	0	cyclin D1	PC-3
The expression of <e1> programmed cell death 6 </e1> (PDCD6) is known to be down-regulated in cancer cell lines and <e2> ovarian cancer </e2> tissues compared to normal cells and tissues.	0	programmed cell death 6	ovarian cancer
We also found that: (1) luciferase activity mediated by the <e1> VEGF </e1> reporter containing a mutation of the HIF-1 binding site was much lower than that of the reporter containing a wild-type HIF-1 binding site in <e2> ovarian cancer </e2> cells, thus confirming that HIF-1 is a major transcriptional regulator of VEGF expression; and that (2) CDDP greatly inhibited VEGF reporter activity containing the wild-type but not the mutant HIF-1 binding site.	0	VEGF	ovarian cancer
Increase of <e1> urokinase-type plasminogen activator gene </e1> expression in human lung and <e2> breast carcinomas </e2> .	0	urokinase-type plasminogen activator gene	breast carcinomas
Our findings indicate that <e1> bcl-2 </e1> expression is augmented following androgen ablation and is correlated with the progression of <e2> prostate cancer </e2> from androgen dependence to androgen independence.	0	bcl-2	prostate cancer
We have previously shown that acquisition of cisplatin resistance by OAW42-R <e2> ovarian carcinoma </e2> cells was associated with the loss of <e1> ERK </e1> activation in response to cisplatin.	0	ERK	ovarian carcinoma
Functional studies suggest that <e1> CRBP </e1> downregulation contributes to <e2> breast tumor </e2> progression.	1	CRBP	breast tumor
We conclude that <e1> c-erbB-2 protein </e1> overexpression assessed by IHC is a superior prognostic indicator in operable <e2> breast cancer </e2> compared to c-erbB-2 gene amplification analysed by the dot-blot technique.	0	c-erbB-2 protein	breast cancer
Resveratrol- and EGCG-induced apoptosis is associated with a significant down-regulation of <e1> CK2 </e1> activity and protein expression in both the ALVA-41 and <e2> PC-3 </e2> cells.	0	CK2	PC-3
Arsenite induces <e1> HIF-1alpha </e1> and VEGF through PI3K, Akt and reactive oxygen species in <e2> DU145 </e2> human prostate carcinoma cells.	0	HIF-1alpha	DU145
Antisense oligodeoxynucleotides, designed to block production of <e1> epidermal-FABP </e1> (a marker for normal prostate cells), caused increased proliferation in <e2> DU 145 </e2> prostate cancer cells.	1	epidermal-FABP	DU 145
In turn, stimulation of Src activity is abolished in ERalpha-expressing NIH 3T3 fibroblasts by co-transfection of the <e1> dominant-negative p85alpha </e1> and in <e2> MCF-7 </e2> cells by the PI3-kinase inhibitor, LY294002.	0	dominant-negative p85alpha	MCF-7
It has been shown recently that 17beta-estradiol (E2) can stimulate the Src/p21ras/mitogen-activated protein kinase pathway in <e2> breast cancer </e2> cells, and this effect is supposed to mediate the E2-induced stimulation of breast cancer cell proliferation, possibly via activation of the c-fos and <e1> c-jun early genes </e1> or of genes involved in cell cycle control.	1	c-jun early genes	breast cancer
We show, for the first time in a transgenic mouse model, that <e2> mammary tumor </e2> progression is associated with the loss of <e1> ERalpha </e1> expression, as has been often observed in human breast cancers with important clinical significance.	0	ERalpha	mammary tumor
Here we demonstrate that arsenite induces the expression of <e1> HIF-1alpha </e1> but not HIF-1beta subunit in <e2> DU145 </e2> human prostate carcinoma cells.	0	HIF-1alpha	DU145
Ovarian carcinoma and <e2> breast carcinoma </e2> cells which are multiply drug resistant due to overexpression of <e1> P-glycoprotein </e1> are markedly less resistant to cryptophycin than they are to vinblastine, colchicine, and taxol.	1	P-glycoprotein	breast carcinoma
We have found that <e1> Cdc6 </e1> expression is down-regulated in <e2> prostate cancer </e2> as detected by semiquantitative reverse transcriptase-PCR of prostate cell lines and laser-captured microdissected prostate tissues.	0	Cdc6	prostate cancer
Both elevated protein-tyrosine kinase activity of <e1> pp60(c-src) </e1> and the association of its high activity with a short disease-free period have been reported in patients with human <e2> breast cancer </e2> .	0	pp60(c-src)	breast cancer
Androgens repress <e1> Bcl-2 </e1> expression via activation of the retinoblastoma (RB) protein in <e2> prostate cancer </e2> cells.	0	Bcl-2	prostate cancer
Transforming growth factor beta 1 can induce <e1> CIP1/WAF1 </e1> expression independent of the p53 pathway in <e2> ovarian cancer </e2> cells.	0	CIP1/WAF1	ovarian cancer
The malignant ovarian epithelial phenotype has been associated with (1) autocrine growth stimulation by transforming growth factor-alpha, (2) loss of autocrine growth inhibition by transforming growth factor-beta, (3) mutation or amplification of ras in 2-12% of cases, (4) amplification of myc in 23% of specimens, (5) expression of fms in 56% of cases with potential autocrine stimulation by macrophage colony stimulating factor, (6) paracrine stimulation by macrophage products including interleukin-1, interleukin-6 and tumor necrosis factor, (7) overexpression of c-erbB-2 ( <e1> HER-2/neu </e1> ) in 30% of cases, and (8) mutation with consequent overexpression of p53 in 50% of advanced <e2> ovarian cancers </e2> .	0	HER-2/neu	ovarian cancers
We report that elevated expression of <e1> LPAAT-beta </e1> was associated with reduced survival in <e2> ovarian cancer </e2> and earlier progression of disease in ovarian and endometrial cancer.	0	LPAAT-beta	ovarian cancer
Furthermore, E1 induced a twofold increase in connexin 43 (Cx43), whereas forskolin caused a 50% reduction in <e1> Cx32 </e1> expression in <e2> RWPE-1 </e2> cells.	0	Cx32	RWPE-1
The non-receptor PTK termed <e2> breast tumor </e2> kinase ( <e1> Brk/PTK6 </e1> ) is overexpressed in approximately 86% of human breast tumors.	0	Brk/PTK6	breast tumor
Those patients that progressed to <e2> breast cancer </e2> (cases) showed significantly higher <e1> ER-alpha </e1> [median, 57.00% of cells within individual HUT foci; interquartile range (IQ), 33.48 to 67.78] and Ki-67 (median, 3.82%; IQ, 0.85 to 11.28) expression in their HUT foci compared with controls (ER-alpha median, 30.27%; IQ, 19.75 to 52.50 and Ki-67 median, 0.77%; IQ, 0.0458 to 1.72, P = 0.008 and <0.001).	0	ER-alpha	breast cancer
Hyaluronan-CD44 interaction with neural Wiskott-Aldrich syndrome protein (N-WASP) promotes actin polymerization and <e1> ErbB2 </e1> activation leading to beta-catenin nuclear translocation, transcriptional up-regulation, and cell migration in <e2> ovarian tumor </e2> cells.	1	ErbB2	ovarian tumor
This study suggests that the Asn allele in the <e1> SHBG </e1> gene may be related to a reduced risk of <e2> breast cancer </e2> among postmenopausal women by increasing their blood SHBG levels.	0	SHBG	breast cancer
Scavenger receptor class A, member 3 ( <e1> SCARA3 </e1> ) was previously found to be overexpressed in ovarian/primary peritoneal carcinoma (OC/PPC) compared with <e2> breast carcinoma </e2> effusions by global gene expression analysis.	0	SCARA3	breast carcinoma
Elevation of <e1> GC UNC-45 </e1> levels by ectopic expression enhanced the rate of <e2> ovarian cancer </e2> cell proliferation, whereas siRNA knockdown of GC UNC-45 suppressed proliferation without altering myosin II levels.	1	GC UNC-45	ovarian cancer
Reduction of <e1> AR </e1> expression in the two androgen-sensitive prostate cancer cell lines, LNCaP and <e2> LAPC4 </e2> , significantly decreased AR-mediated transcription and cell growth.	1	AR	LAPC4
In patients with recurrence of <e2> ovary tumor </e2> , the <e1> IAP </e1> levels was increased to compare with the health women (P < 0.01), the incidence of the abnormal value was 100%.	0	IAP	ovary tumor
Increased <e1> KLF6-SV1 </e1> expression is associated with poor prognosis in prostate, lung, and <e2> ovarian cancer </e2> .	0	KLF6-SV1	ovarian cancer
<e2> SKOV3 </e2> , but not two alphaFR-negative non-ovarian cell lines, exhibited down-regulation of cav-1 expression following stable <e1> alphaFR cDNA </e1> transfection.	0	alphaFR cDNA	SKOV3
Activated STAT3 correlated with elevated <e1> cyclin D1 protein </e1> in primary <e2> breast tumors </e2> and breast cancer-derived cell lines.	0	cyclin D1 protein	breast tumors
Stimulation of <e2> SKBR3 </e2> cells and HCII RI#11 mouse mammary epithelial cells expressing the human erbB-2 with EGF led to an increase in <e1> scFv </e1> (FRP5)-ETA activity, showing that the EGF-induced activation of erbB-2 can potentiate the action of the erbB-2-directed toxin.	0	scFv	SKBR3
Our findings indicate that the activation of <e1> Akt </e1> in the downstream pathway of HER2 plays an important role in resistance to endocrine therapy for <e2> breast cancer </e2> .	1	Akt	breast cancer
In vitro and in vivo xenograft experiments in NOD/SCID mice further demonstrated that SOX2 increased the apoptosis-resistant properties of <e2> DU145 </e2> cells with decreased function of store-operated Ca(2+) entry and reduced expression of <e1> Orai1 </e1> at both mRNA and protein levels, suggesting a potential mechanism that contributes to the anti-apoptotic property of SOX2.	0	Orai1	DU145
One of the best examples of a correlation between high levels of a protease in a primary tumor and poor prognosis is <e1> urokinase plasminogen </e1> activation in <e2> breast cancer </e2> .	0	urokinase plasminogen	breast cancer
Activation of <e1> ATF2 </e1> , which depended on p38 activity, was crucial for MMP-2 promoter activity as well as induction of invasive and migrative phenotypes in <e2> MCF10A </e2> cells.	1	ATF2	MCF10A
Hence, R-flurbiprofen and ibuprofen selectively induce p75(NTR)-dependent decreased survival of <e2> prostate cancer </e2> cells independently of <e1> COX </e1> inhibition.	0	COX	prostate cancer
The <e1> HER2 </e1> overexpressing human <e2> SKOV-3 </e2> ovarian tumour cell line was used for in vitro experiments and as xenograft model in nude athymic mice.	0	HER2	SKOV-3
In several <e2> breast cancer </e2> cell lines, trichostatin A (TSA), a potent HDAC inhibitor, strongly decreases <e1> ERalpha </e1> expression in a dose-dependent manner.	0	ERalpha	breast cancer
The lack of <e1> Cyclin D1 </e1> was associated with a compensatory upregulation of Cyclin D3, which explains why the targeted downregulation of Cyclin D1 in established <e2> mammary tumors </e2> had no effect on cancer cell proliferation.	0	Cyclin D1	mammary tumors
<e1> p53 </e1> accumulation in <e2> ovarian carcinomas </e2> and its prognostic implications.	0	p53	ovarian carcinomas
This increased expression of <e1> AR </e1> was followed by 1,25-(OH)2D3-induced inhibition of growth in <e2> LNCaP </e2> cells.	0	AR	LNCaP
We found a correlation between ErbB2 expression and activation of Pak in estrogen receptor-positive human <e2> breast tumor </e2> samples and observed that in 3D cultures, activation of Rac-Pak1 pathway by ErbB2 homodimers induced growth factor-independent proliferation and promoted disruption of 3D mammary acinar-like structures through activation of the Erk and <e1> Akt </e1> pathways.	0	Akt	breast tumor
Our findings indicate a significant reduction in <e1> p27Kip1 </e1> immunoreactivity in HGPIN (P&lt;0.0001) and <e2> prostate cancer </e2> (P&lt;0.0001) compared with the benign tissue.	0	p27Kip1	prostate cancer
Concentrations of <e1> follicle stimulating hormone </e1> are increased in <e2> ovarian tumor </e2> fluid: implications for the management of ovarian cancer.	0	follicle stimulating hormone	ovarian tumor
Furthermore, by using <e2> ovarian cancer </e2> cell lines expressing dominant-negative <e1> CHK2 </e1> and CHK2-knockout HCT116 cells, we found that CHK2 activation contributes to the control of S and G2/M cell cycle arrests, but not chemosensitivity to irofulven.	0	CHK2	ovarian cancer
In this study, while demonstrating suppressed levels of <e1> Tm1 </e1> in the prostate cancer cell lines LNCaP, <e2> PC3 </e2> , and DU-145 compared to normal prostate epithelial cell primary isolates (PrEC), a novel splice variant of the TPM2 gene was identified.	0	Tm1	PC3
Taken together, these studies suggest that IL-1 may kill ovarian NIH: <e2> OVCAR-3 </e2> tumor cells by inducing a blockade at G1/S of the cell cycle, down-regulating <e1> c-myc gene </e1> and inducing p53-dependent apoptosis.	1	c-myc gene	OVCAR-3
The transcriptional co-activator cAMP response element-binding protein-binding protein is expressed in <e2> prostate cancer </e2> and enhances androgen- and anti-androgen-induced <e1> androgen receptor </e1> function.	0	androgen receptor	prostate cancer
Compared with <e2> BPH </e2> , the PCa patients showed decreased expressions of miR-98, let-7d and let-7g, and decreased expressions of <e1> miR-96 </e1> , miR-182 and miR-183, with statistically significant differences between the two groups (P &lt; 0.05).	0	miR-96	BPH
The multidrug transporter <e2> breast cancer </e2> resistance protein ( <e1> BCRP/ABCG2 </e1> ) is strongly induced in the mammary gland during pregnancy and lactation.	0	BCRP/ABCG2	breast cancer
Compared with <e2> BPH </e2> , the PCa patients showed decreased expressions of <e1> miR-98 </e1> , let-7d and let-7g, and decreased expressions of miR-96, miR-182 and miR-183, with statistically significant differences between the two groups (P &lt; 0.05).	0	miR-98	BPH
Finally, ErbB2-amplified <e2> breast cancer </e2> cells expressing a specific Pak inhibitor showed delayed tumor formation and downregulation of Erk and <e1> Akt </e1> signaling in vivo.	0	Akt	breast cancer
Its stimulation on <e2> breast cancer </e2> cell lines induces <e1> β1 integrin </e1> and promotes tumor invasiveness.	0	β1 integrin	breast cancer
These findings suggest that the quinazoline-based doxazosin mediates <e2> prostate cancer </e2> apoptosis by initially inducing the expression of <e1> TGF-beta1 </e1> signalling effectors and subsequently I kappa B alpha.	1	TGF-beta1	prostate cancer
Thus, <e1> FGF6 </e1> is increased in PIN and <e2> prostate cancer </e2> and can promote the proliferation of the transformed prostatic epithelial cells via paracrine and autocrine mechanisms.	1	FGF6	prostate cancer
Consistently, loss of <e1> CD95 </e1> in mouse models of <e2> ovarian cancer </e2> and liver cancer reduces cancer incidence as well as the size of the tumours.	1	CD95	ovarian cancer
In addition, <e1> Six1 </e1> overexpression renders OCC resistant to tumor necrosis factor-related apoptosis inducing ligand (TRAIL)-mediated apoptosis, and Six1 knockdown in the TRAIL-resistant <e2> SKOV3 </e2> ovarian carcinoma line dramatically sensitizes the cells to TRAIL.	1	Six1	SKOV3
By univariate survival analysis on the <e2> ovarian carcinoma </e2> cohorts, decreased <e1> TSLC1 protein </e1> expression was significantly associated with shortened patient survival (mean: 26.9 months in tumors with complete loss of TSLC1 vs 63.1 months in tumors with significantly decreased TSLC1 vs 94.3 months in tumors with normal levels of TSLC1; P < 0.001).	0	TSLC1 protein	ovarian carcinoma
We conclude that 13q34 amplification may be of relevance in tumor progression of basal-like <e2> breast cancers </e2> by inducing overexpression of <e1> CUL4A </e1> and TFDP1, which are both important in cell cycle regulation.	1	CUL4A	breast cancers
Dimethyloxalylglycine, a pan-prolyl hydroxylase inhibitor, also induced Btg2 and <e1> Ndrg1 protein </e1> expression in <e2> LNCaP </e2> cells.	0	Ndrg1 protein	LNCaP
In conclusion, we provide an explanation for telomerase inhibition after androgen receptor blockade in LNCaP cells and we also report activation of the <e1> p53 </e1> pathway in LNCaP cells and in-vitro sensitivity to bicalutamide of low confluent androgen-insensitive <e2> DU145 </e2> cells.	0	p53	DU145
<e1> MEK5 </e1> overexpression is associated with metastatic <e2> prostate cancer </e2> , and stimulates proliferation, MMP-9 expression and invasion.	1	MEK5	prostate cancer
The elevated testosterone levels and the increased levels of insulin, IGF-I, and IGF-II that are seen in PCOS and abdominal obesity could favor the development of <e2> breast cancer </e2> in several ways, all of which have been demonstrated experimentally: binding of testosterone to cancer cells bearing testosterone receptors, with direct stimulation; intratissular aromatization of testosterone to estradiol, with stimulation of estrogen-sensitive cells; stimulation of the production of <e1> epithelial growth factor </e1> (EGF) by testosterone, with direct mitogenic effect of EGF on cancer cells; stimulation of aromatase by insulin and IGF-I; direct mitogenic stimulation of cancer cells by insulin, IGF-I, and IGF-II; and stimulation by IGF-I and IGF-II of the intratissular reduction of estrone to estradiol.	1	epithelial growth factor	breast cancer
Isolation and characterization of the major form of human <e1> MUC18 </e1> cDNA gene and correlation of MUC18 over-expression in <e2> prostate cancer </e2> cell lines and tissues with malignant progression.	0	MUC18	prostate cancer
<e1> Neurofibromin 1 </e1> (NF1) defects are common in human <e2> ovarian serous carcinomas </e2> and co-occur with TP53 mutations.	0	Neurofibromin 1	ovarian serous carcinomas
