sentence	label	e1	e2
<e1> Colors </e1> not high in <e2> contrast </e2> can be used instead.	0	Colors	contrast
Doyal said the <e1> bulldozer </e1> is kept in the <e2> area </e2> and is suspected of being used to create makeshift paths across the river.	0	bulldozer	area
Binary insertion sort <e1> algorithm </e1> is used for small <e2> lists </e2> .	0	algorithm	lists
The studies revealed that <e1> skin irritation </e1> from <e2> soaps </e2> , inaccessibility to supplies or sinks, and insufficient time to wash hands between every patient care contact were the main reasons given by healthcare workers for lack of handwashing compliance.	1	skin irritation	soaps
I have always drawn <e1> satisfaction </e1> from <e2> exertion </e2> , straining my muscles to their limits.	1	satisfaction	exertion
We can make <e1> rolling </e1> easier and more effective by choosing a heavy <e2> rolling pin </e2> .	0	rolling	rolling pin
The <e1> formula </e1> for calculating the top rated 250 <e2> titles </e2> gives a true Bayesian estimate.	0	formula	titles
Strikingly large in scale, this <e1> grater </e1> shaves a perfect <e2> portion </e2> in a single stroke.	0	grater	portion
Her employment at this <e1> mustard </e1> <e2> company </e2> is considered the earliest recorded evidence of a company specifically hiring an industrial nurse.	0	mustard	company
Because it's a strong, lint-free synthetic material with tiny absorbent fibers, <e1> microfiber </e1> allows a <e2> mop </e2> to hold sufficient water without dripping.	0	microfiber	mop
Chinese liquor is a kind of <e1> wine </e1> produced by <e2> solidified fermentation </e2> of grain.	0	wine	solidified fermentation
Normally, the <e1> bone marrow </e1> produces <e2> stem cells </e2> (immature cells) that develop into mature blood cells.	0	bone marrow	stem cells
This is a <e1> methodology </e1> for accrediting a commercial distributed <e2> database </e2> .	0	methodology	database
They're always leaving their goddam bags out in the <e1> middle </e1> of the <e2> aisle </e2> .	0	middle	aisle
<e1> Dancing </e1> to The Muppets in my <e2> kitchen </e2> is something that I do frequently.	0	Dancing	kitchen
The <e1> list </e1> contained <e2> books </e2> of various genres and reading and interest levels.	0	list	books
The <e1> electricity </e1> is produced by 440 nuclear <e2> reactors </e2> in 31 countries.	0	electricity	reactors
We are on the <e1> lookout </e1> for a free or cheap English <e2> bulldog </e2> .	0	lookout	bulldog
Several recent media reports have included speculations about the <e1> significance </e1> of <e2> mutations </e2> in H5N1 avian influenza viruses.	0	significance	mutations
The only <e1> charge </e1> to the subscriber is for programming <e2> selections </e2> .	0	charge	selections
The <e1> drill </e1> enables the <e2> dentist </e2> to accomplish these procedures quickly and reduces the trauma to oral tissues.	0	drill	dentist
Tim Boyle (1846) checks a <e1> flask </e1> that contains the dried cathode precursor <e2> powder </e2> .	0	flask	powder
An important <e1> aspect </e1> of preparing your paper for publication by ACM Press is to provide the proper indexing and retrieval <e2> information </e2> from the ACM Computing Classification System.	0	aspect	information
This insures appropriately fresh data is displayed if, for example, the <e1> prefetch </e1> is for a banner <e2> ad </e2> to a URL whose content changes with each request.	0	prefetch	ad
It is a <e1> method </e1> for transposing a <e2> matrix </e2> .	0	method	matrix
The white fatty <e1> substance </e1> obtained from the head of the sperm whale was used in <e2> pharmaceuticals </e2> and candles.	0	substance	pharmaceuticals
The <e1> bulbs </e1> in my <e2> house </e2> use 190 watts.	0	bulbs	house
The <e1> glomeruli </e1> assist the <e2> kidneys </e2> in filtering urine from the blood.	0	glomeruli	kidneys
The mesopause separates the <e1> mesosphere </e1> from the <e2> thermosphere </e2> .	0	mesosphere	thermosphere
The <e1> implant </e1> contains <e2> nanoparticles </e2> that can be designed to test for different substances, including metabolites such as glucose and oxygen that are associated with tumor growth.	0	implant	nanoparticles
Does the <e1> product </e1> emit <e2> radiation </e2> ?	0	product	radiation
The <e1> bomb </e1> was contained in a <e2> suitcase </e2> and was planted by two men.	0	bomb	suitcase
This durable short sleeve crew neck tee shirt is made of preshrunk cotton to minimize <e1> shrinkage </e1> after <e2> washing </e2> .	1	shrinkage	washing
Then, in May, 2005, the <e1> government </e1> produced the <e2> factual return </e2> , as ordered by the District Court.	0	government	factual return
The <e1> box </e1> includes <e2> care instructions </e2> , and the bouquet is ready to be arranged in the accompanying vase.	0	box	care instructions
A gasoline <e1> engine </e1> powers a hydraulic drive <e2> train </e2> that provides torque at all six wheels.	0	engine	train
The Cleveland Cavaliers envision an arena full of cheering fans with no <e1> tickets </e1> in their <e2> pockets </e2> .	0	tickets	pockets
Bevan opens a case on the other side of the room and pulls out a <e1> flask </e1> that contains <e2> ale </e2> of the best sort.	0	flask	ale
The voltage swing obtainable across the load is greater than the <e1> output voltage swing </e1> obtainable from the <e2> amplifier </e2> alone, thus the efficiency of the amplifier system and power handling capacity of the system are improved.	0	output voltage swing	amplifier
The <e1> discoverer </e1> writes a <e2> short citation </e2> explaining the reasons for assigning the name.	0	discoverer	short citation
If the <e1> weaver </e1> sits at the <e2> loom </e2> for extended periods of time, the intense pressure on her lower body generates severe lower back and leg pain.	0	weaver	loom
The <e1> draft </e1> makes a <e2> distinction </e2> between 'data' and 'records'.	0	draft	distinction
The event featured a demonstration of weaving on a <e1> loom </e1> by local <e2> weaver </e2> Nancy Alexander.	0	loom	weaver
The <e1> mission </e1> of the ACLU is to preserve all of these <e2> protections </e2> and guarantees.	0	mission	protections
The <e1> students </e1> designed the home's <e2> living areas </e2> with an eye toward making a small house feel spacious.	0	students	living areas
The <e1> lady </e1> made the <e2> photocopies </e2> , pushed a few more keys on her computer, and shuffled some papers around.	0	lady	photocopies
<e1> Regulation </e1> of <e2> food </e2> in the United States dates from early colonial times.	0	Regulation	food
The family as a <e1> model </e1> for the <e2> organization </e2> of the state is a theory in political philosophy.	0	model	organization
The <e1> tram </e1> makes the <e2> trip </e2> from the main university campus in less than 5 minutes, while driving can take 15 minutes or longer.	0	tram	trip
Children with Asperger's Syndrome often experience <e1> anxiety </e1> from <e2> sensory overload </e2> .	1	anxiety	sensory overload
The <e1> fruit basket </e1> contained <e2> apples </e2> , oranges and bananas.	0	fruit basket	apples
Put the <e1> flour </e1> in a <e2> mixing bowl </e2> , and mix in the water a little at a time until you've got a dough.	0	flour	mixing bowl
A cancer survivor writes about the relatively rare occurrence of <e1> calcification </e1> of the breast after <e2> radiation therapy </e2> .	1	calcification	radiation therapy
Any <e1> marinade </e1> that contains <e2> acid </e2> , alcohol or salt should not be used for very long, because it will chemically 'cook' or denature the food in it.	0	marinade	acid
The obvious <e1> solution </e1> was to standardize on Microsoft Office <e2> software </e2> .	0	solution	software
The decedent was a licensed commercial truck driver and had been employed by this <e1> trucking </e1> <e2> company </e2> for five years.	0	trucking	company
11-year-olds' entire <e1> plan </e1> for night is to smoke <e2> cigarettes </e2> .	0	plan	cigarettes
The <e1> person </e1> fell from the <e2> tree </e2> .	0	person	tree
This is a poor <e1> recipe </e1> for a <e2> transformation </e2> for either discipline.	0	recipe	transformation
When the <e1> invoice </e1> is received from a <e2> vendor </e2> , you should verify that you have only been charged for goods or services that were ordered and received.	0	invoice	vendor
All the <e1> zones </e1> are centrally administered from a <e2> special, protected global zone </e2> which manages the Trusted Computing Base (TCB) known as the Trusted Path.	0	zones	special, protected global zone
The <e1> developer </e1> duly writes a <e2> test case </e2> , makes the necessary code changes, ensures the test passes, checks the code in and considers the job finished!	0	developer	test case
The <e1> sauce </e1> is made from <e2> soybean flour </e2> , chiles, red beans, and many other spices.	0	sauce	soybean flour
He derives great joy and <e1> happiness </e1> from <e2> cycling </e2> .	1	happiness	cycling
We think the <e1> emission </e1> is produced by <e2> material </e2> rapidly falling into an accretion disk, which heats up to high temperatures.	0	emission	material
The <e1> local citizens </e1> farmed for a <e2> living </e2> , raising a variety of crops including peanuts, cotton, hay, sorghum, and a variety of truck crops.	0	local citizens	living
RBC accounts for all three <e1> types </e1> of <e2> invariances </e2> .	0	types	invariances
Data managers and vendors learned the value of sharing and reusing <e1> resources </e1> from a <e2> common repository </e2> decades ago.	0	resources	common repository
The <e1> first quote </e1> is from the Ginger Meggs <e2> cartoon </e2> .	0	first quote	cartoon
The curricular requirements for an engineering degree can be satisfied in four years of study by completing 14 to 18 credits of work each semester, but many <e1> students </e1> deviate from the <e2> ideal curricula </e2> presented in a later section of this bulletin.	0	students	ideal curricula
In one day, the Red Crescent treated more than injuries – mainly broken bones caused by <e1> panic </e1> from <e2> aftershocks </e2> .	1	panic	aftershocks
Prince Edward Island submitted a design with a <e1> garland </e1> of <e2> roses </e2> and shamrock.	0	garland	roses
The scintillator material produces visible light when transversed by the <e1> particle </e1> 's radiated <e2> energy </e2> .	0	particle	energy
The Psychological Autopsy is a <e1> technique </e1> for investigating a hospital <e2> suicide </e2> .	0	technique	suicide
As a result of direct persecution, habitat loss and <e1> habitat degradation </e1> from <e2> 1950s </e2> until 1990s, brown bear population has decreased so much.	0	habitat degradation	1950s
It often becomes necessary to delete <e1> objects </e1> from the <e2> chart </e2> during the course of monitoring system performance.	0	objects	chart
On this oval porthole, a lace <e1> drape </e1> keeps the <e2> bathroom </e2> private while showing off the shapely window and letting in light.	0	drape	bathroom
Patient survival one year after transplantation from a living-related <e2> donor </e2> is 95% and comparably high if the <e1> organ </e1> comes from a cadaveric donor.	0	organ	donor
I have to say the <e1> soy milk </e1> makes a <e2> great coffee creamer </e2> (and with whatever else you can cook it).	0	soy milk	great coffee creamer
In a departure from previous liftoffs, ground and aircraft cameras monitored Discovery for possible <e1> damage </e1> from falling <e2> debris </e2> .	1	damage	debris
To prevent <e1> students </e1> from <e2> informing </e2> their peers what questions are in the quiz, the questions are randomly selected from a large, pre-prepared question bank.	0	students	informing
The guarantees so painfully obtained by formal verification of the source program are useless if the <e1> compiler </e1> generates <e2> wrong code </e2> .	0	compiler	wrong code
The <e1> land </e1> surrounding the lakes is extensively farmed for <e2> wheat </e2> , while elsewhere in the National Park the steppe is heavily grazed by domestic livestock.	0	land	wheat
The <e1> spammer </e1> writes a <e2> simple bot </e2> that goes to your site and hits the registration page.	0	spammer	simple bot
After all the <e1> color </e1> <e2> spots </e2> on the filter paper have dried, go back and repeat the process with the toothpicks to get more color on each spot.	0	color	spots
I would say that those <e1> regions </e1> are rich in <e2> fruit species </e2> .	0	regions	fruit species
The <e1> table </e1> is used for <e2> layout </e2> , and does not use any structural markup for the purpose of visual formatting.	0	table	layout
In America, generations of Portuguese <e1> immigrants </e1> from the <e2> mainland </e2> , Azores and Madeira have brought their often-simple but diverse and always tasty cuisine.	0	immigrants	mainland
Esther, a <e1> programmer </e1> for a new social networking <e2> site </e2> based on FOAF, has written an RDF crawler.	0	programmer	site
Typically, an unglazed <e1> clay </e1> <e2> pot </e2> is submerged for 15 to 30 minutes to absorb water.	0	clay	pot
The <e1> booby trap </e1> Puller stepped on was made with a <e2> howitzer shell </e2> .	0	booby trap	howitzer shell
Development has not stepped up to offer the housing <e1> vouchers </e1> for poor victims that were so effective in the wake of the Northridge California <e2> quake </e2> .	0	vouchers	quake
In contrast, clay-textured soils are more difficult to prepare a <e1> canola </e1> <e2> seedbed </e2> because the clods can be too large when worked wet, and they tend to crust once worked to a fine seedbed.	0	canola	seedbed
The <e1> aristocracy </e1> composed the <e2> laws </e2> , regulated the monetary system and banks, enforced justice, and often controlled prices, wages, and other economic transactions.	0	aristocracy	laws
In contrast with tofu, which is made with soymilk, this <e1> dish </e1> is made with <e2> whole soybeans </e2> , making it a good source of fiber.	0	dish	whole soybeans
In most part, it was another a <e1> plea </e1> for the <e2> status quo </e2> and also for patience.	0	plea	status quo
Japanese commuters look at a <e1> clock </e1> inside a Tokyo <e2> train station </e2> .	0	clock	train station
The <e1> box </e1> of <e2> matches </e2> looked nice, but it took the winner more than two hours to paint the matches and glue them together into a tiny box.	0	box	matches
A <e1> humidifier </e1> keeps the <e2> greenhouse </e2> between 47 and 58 percent humidity.	0	humidifier	greenhouse
The <e1> land </e1> was farmed for <e2> olives </e2> and a few other crops.	0	land	olives
The <e1> leaves </e1> are from a <e2> vine maple </e2> .	0	leaves	vine maple
These are the <e1> requirements </e1> for a full <e2> refund </e2> of the security deposit.	0	requirements	refund
The contents of the <e1> bag </e1> included numerous <e2> flyers </e2> from other conference sponsors and exhibitors and some useful stationery supplies.	0	bag	flyers
<e1> Supervision </e1> is received from a <e2> golf supervisor </e2> , who reviews work through conferences, reports, and results achieved.	0	Supervision	golf supervisor
The <e1> river </e1> once powered a <e2> gristmill </e2> .	0	river	gristmill
Once the <e1> prisoners </e1> had created the <e2> trapdoors </e2> , they were ready to start digging the tunnels, but there was a major problem to overcome.	0	prisoners	trapdoors
Fruit juice has all the <e1> fruit </e1> <e2> sugar </e2> and none of the fruit fiber, and only some of the fruit nutrients.	0	fruit	sugar
Beautifully packaged in faux <e1> velvet </e1> <e2> tray </e2> and boxed for giving, as complete remembrance of this important milestone.	0	velvet	tray
The Group's influence was so widespread by the end of 1931 that they no longer found it necessary to continue as a <e1> group </e1> of <e2> painters </e2> .	0	group	painters
You're right that the <e1> punk explosion </e1> cultivated the underground/indie rock <e2> scene </e2> that would one day be called 'alternative music' that rooted deep into the culture.	0	punk explosion	scene
Mr C notes <e1> worsening </e1> of seizures and cognition with <e2> sleep deprivation </e2> and stress.	1	worsening	sleep deprivation
Nor is a criminal filled with demons you can exorcise by thrashing them like a <e1> carpet </e1> full of <e2> dust </e2> .	0	carpet	dust
It has opened a sacred refuge for every lie and wrong; no wildest form of which could fail to find some precedent within these Hebrew histories, which tell the story of a people's upward <e1> growth </e1> from <e2> savagery </e2> .	0	growth	savagery
Short-term side effects are uncommon, but include <e1> headache </e1> from <e2> eyestrain </e2> , nausea, agitation or nervousness.	1	headache	eyestrain
The original <e1> intention </e1> was to create a third <e2> institution </e2> to handle the trade.	0	intention	institution
Similarly, the western <e1> physician </e1> 's white coat and <e2> stethoscope </e2> and the environment of western medical clinics and hospitals create an aura of expectancy and hope for healing.	0	physician	stethoscope
This lamp can cause serious skin burn and <e1> eye inflammation </e1> from <e2> shortwave ultraviolet radiation </e2> if outer envelope of the lamp is broken or punctured.	1	eye inflammation	shortwave ultraviolet radiation
Their chemical <e1> activation </e1> by <e2> light </e2> (halogen, plasma, lasers, etc.) enhances their efficiency by reducing exposure time and number of appointments.	1	activation	light
As for camera/lens info I could care less - the <e1> photographer </e1> made the <e2> picture </e2> , not the camera - although the film used is sometimes good to know.	0	photographer	picture
Well, this <e1> foot <e2> ball </e2> er </e1> kicked the ball the hardest he could and hit me.	0	foot <e2> ball </e2> er	ball
The <e1> building </e1> contained a large <e2> open central space </e2> with tables and chairs as well as a nursery and two tearooms.	0	building	open central space
There was a persistent rumor that the contents of the <e1> cornerstone </e1> included a <e2> liquor bottle </e2> that would have had 49 years to age.	0	cornerstone	liquor bottle
The same <e1> company </e1> also makes a <e2> good coffee substitute </e2> called Bambu which is made from organic chicory combined with figs, cereals and acorns to the original recope of the late Swiss nature doctor and founder of the company, Alfred Vogel.	0	company	good coffee substitute
Where's the <e1> outrage </e1> from the <e2> sexism crusaders </e2> ?	0	outrage	sexism crusaders
This program will be an effective step to mitigate <e1> damage </e1> from <e2> hurricanes </e2> - but let us not forget this is a retroactive measure.	1	damage	hurricanes
At that point the <e1> patient </e1> grabbed the arm of the dentist to forcibly pull the <e2> drill </e2> out of his mouth.	0	patient	drill
Hundreds of thousands in central China are sleeping outdoors for fear of more <e1> tremors </e1> after Saturday's <e2> earthquake </e2> .	1	tremors	earthquake
As many as 18 products in your home come from this <e1> guy </e1> 's <e2> company </e2> .	0	guy	company
The <e1> bombing </e1> produced the worst <e2> carnage </e2> since a Nov. 23 attack in the Shi'ite slum of Sadr City that killed more than 200 people.	0	bombing	carnage
Tor is a <e1> toolset </e1> for a wide range of <e2> organizations </e2> and people that want to improve their safety and security on the Internet.	0	toolset	organizations
Before the <e1> barber </e1> takes his <e2> scissors </e2> out, family, friends and rabbis take turns snipping.	0	barber	scissors
The <e1> chart </e1> above is from the Productivity Commission's Overcoming Aboriginal Disadvantage 2005 <e2> Report </e2> and outlines the strategic areas which require action.	0	chart	Report
The <e1> artist </e1> makes contemporary sculpture with hot forged <e2> steel </e2> .	0	artist	steel
They are taking the <e1> brains </e1> from <e2> babies </e2> .	0	brains	babies
We removed extra <e1> underscores </e1> present in <e2> sysdef files </e2> .	0	underscores	sysdef files
The <e1> library </e1> contained <e2> books </e2> of guidance on the processes.	0	library	books
Quality forged pinking <e1> scissors </e1> cut with exceptional <e2> ease </e2> and efficiency.	0	scissors	ease
The customers are happy and the <e1> marketer </e1> generates <e2> more income </e2> from the sales of his vehicles - everyone wins.	0	marketer	more income
The <e1> driver </e1> was trapped inside the <e2> car </e2> , which landed upside down, and died while emergency crews were preparing to transport him to a local hospital, the CHP reports.	0	driver	car
The other <e1> shelves </e1> contained <e2> books </e2> with sinister-sounding titles, such as Crime and Punishment, Days of Wrath, Death Walks Among You and a few others.	0	shelves	books
A <e1> <e2> gift </e2> annuity </e1> combines a gift with an investment.	0	<e2> gift </e2> annuity	gift
Buyers of new <e1> stove </e1> s are sometimes encouraged to buy the optional fan that is offered by the stove's <e2> manufacturer </e2> .	0	stove	manufacturer
The newer lesser-known attraction that the kibbutz offers is a reconstructed <e1> oil </e1> <e2> press </e2> whose beginnings can be traced to the early 20th century in Jaffa.	0	oil	press
The <e1> kitchen </e1> contained a large <e2> stove </e2> , a sink, a small table with chairs, and an old sofa that had seen many children and grandchildren tear at its skin.	0	kitchen	stove
This is a gravity assist or a <e1> swingby </e1> for a <e2> spacecraft </e2> .	0	swingby	spacecraft
Others think that the <e1> underwater ruins </e1> are from a <e2> different ancient monument </e2> , perhaps a temple that gradually sank beneath the waves.	0	underwater ruins	different ancient monument
Standoff sensing performed in real time by exploiting the spectral <e1> properties </e1> of <e2> aerosols </e2> .	0	properties	aerosols
Download all the <e1> images </e1> from a <e2> website </e2> with a single click!	0	images	website
Huffman coding is a <e1> method </e1> for the <e2> construction </e2> of minimum-redundancy codes.	0	method	construction
A <e1> dining room </e1> that contains direct <e2> access </e2> from the kitchen is the most practical, unless the room will exist for fluff purposes only.	0	dining room	access
The <e1> mountains </e1> of the <e2> peninsula </e2> can receive substantial rains and periodically, large amounts of water are washed down the river beds.	0	mountains	peninsula
The quartz sample <e1> tube </e1> with polyradical residue was cut with diamond <e2> knife </e2> to the size that fit into the Teflon digestion vessel.	0	tube	knife
As the <e1> policeman </e1> hit her with his <e2> truncheon </e2> , another police officer pushed him away from her and shouted for him to stop.	0	policeman	truncheon
The <e1> yeast </e1> 's <e2> manufacturer </e2> , Lesaffre Yeast Corp. of Milwaukee, did not return calls seeking comment.	0	yeast	manufacturer
Until last year, Afghanistan was known as an opium exporter, not a major <e1> heroin </e1> <e2> producer </e2> .	0	heroin	producer
The <e1> clear spirit </e1> is distilled from <e2> fresh grain </e2> .	0	clear spirit	fresh grain
Of the situation in the fifteenth century, Parkes remarks: `The <e1> mass </e1> of the people cultivated the <e2> land </e2> '.	0	mass	land
And now let's look at the other <e1> side </e1> of the <e2> story </e2> .	0	side	story
The <e1> legislature </e1> created the <e2> ombudsman </e2> to intervene when children or their parents are subjected to unauthorized or unreasonable agency decisions.	0	legislature	ombudsman
In this study we examined <e1> mood alterations </e1> through <e2> physical activity </e2> and other interventions.	0	mood alterations	physical activity
<e1> State citizens </e1> created the <e2> states </e2> who created the federal government who created federal citizens.	0	State citizens	states
This <e1> northshore </e1> <e2> company </e2> is looking for a dynamic transcriptionist who can take detailed notes from a meeting and document the next day!	0	northshore	company
Ultimately, your garden will do well with either of these <e1> soil </e1> s as long as the soil comes from a <e2> reputable dealer </e2> .	0	soil	reputable dealer
This is an overview of the viewer from a <e1> developer </e1> 's <e2> perspective </e2> .	0	developer	perspective
The <e1> workshop </e1> is for all <e2> people </e2> involved in the management of institutional Web services.	0	workshop	people
Most <e1> sewing machines </e1> use a sturdier <e2> stitch </e2> known as the lock-stitch.	0	sewing machines	stitch
The <e1> sun </e1> emits <e2> light </e2> or radiation at a large range of energies or frequencies.	0	sun	light
I can already see from their reaction that there is <e1> enthusiasm </e1> for <e2> increased responsibility </e2> and training.	0	enthusiasm	increased responsibility
To repair, use duct tape or caulk to seal <e1> gaps </e1> in the <e2> metal box </e2> and between joints and seams in the duct.	0	gaps	metal box
You know the <e1> year </e1> of <e2> emigration </e2> from Norway, but not what ship.	0	year	emigration
Digital computers actually execute numerical instructions: bitstrings that contain information in the 'native' <e1> language </e1> created by the machine's <e2> designers </e2> .	0	language	designers
Nausea is the sensation of unease and <e1> discomfort </e1> from the <e2> stomach </e2> , with the sufferers feeling that they may vomit.	0	discomfort	stomach
But then one of them got hold of an <e1> axe </e1> belonging to the <e2> carpenter </e2> .	0	axe	carpenter
These are new sorts of sponsors for us, a shoe company and a <e1> furniture </e1> <e2> maker </e2> .	0	furniture	maker
Then they would check out the <e1> maps </e1> for the <e2> trip </e2> itself.	0	maps	trip
The <e1> mission </e1> of the SETI Institute is to explore, understand and explain the origin, nature and prevalence of <e2> life </e2> in the universe.	0	mission	life
The <e1> dose </e1> makes the <e2> poison </e2> .	0	dose	poison
Anesthesia is not necessary since the <e1> dentist </e1> uses the <e2> drill </e2> and sandpaper discs and polishing wheels to reshape the teeth.	0	dentist	drill
For the Cartesian kernels there is only one number <e1> type </e1> that is used for all <e2> calculations </e2> .	0	type	calculations
It is a <e1> method </e1> for the comprehensive proteomic <e2> analysis </e2> of membrane proteins.	0	method	analysis
The <e2> folder </e2> version can be used by other <e1> user </e1> s with access to this form, not only the user who created the folder.	0	user	folder
The crazy <e1> guys </e1> who last week spent CAD550 on a brand new Sony PlayStation 3 smashed it to bits with a <e2> sledgehammer </e2> right outside the store.	0	guys	sledgehammer
Put <e1> wine </e1> in the <e2> refrigerator </e2> the night before so it gets thoroughly chilled.	0	wine	refrigerator
Under the Convention, it is also <e1> bribe </e1> ry whether money or some other type of advantage is offered, promised or given; whether the bribe was for the benefit of the foreign <e2> official </e2> or a third party.	0	bribe	official
In simplest terms, a <e1> hybrid </e1> combines a <e2> gasoline engine </e2> and an electric motor to provide adequate power with minimal fuel usage and low emissions.	0	hybrid	gasoline engine
These are the <e1> realities </e1> of <e2> racism </e2> in Britain.	0	realities	racism
This teaches that the <e1> body </e1> is procreated by the <e2> parents </e2> and the soul and spirit are directly created by God and placed in the body.	0	body	parents
Television cooking shows and more advertising have helped put <e1> wine </e1> in the <e2> limelight </e2> , he says.	0	wine	limelight
Providence had sent the old <e1> man </e1> into the world with a <e2> chisel </e2> in his hand.	0	man	chisel
Contact <e1> information </e1> and financial information are kept private and is used for no other <e2> purpose </e2> than what is indicated above.	0	information	purpose
To that end the <e1> faculty </e1> collaboratively designed the credential, certificate, and degree <e2> programs </e2> to provide you with a sequence of coursework and field experiences that prepares you to not only act like teachers, counselors and administrators, but to think like them as well.	0	faculty	programs
These are not simply memorable words written on a piece of <e1> paper </e1> kept in a <e2> museum </e2> .	0	paper	museum
<e1> Entrepreneurship </e1> out of <e2> necessity </e2> is quite common in Europe where 60% of female headed businesses in Northern Europe and 70% in Southern Europe are established for this reason.	1	Entrepreneurship	necessity
The <e1> architect </e1> carefully designed the 15 <e2> rowhouses </e2> , reflecting the suburban ideal of the late 1800s.	0	architect	rowhouses
Mechanisms that incorporate external compression, limb elevation, exercise, and even a <e1> pump </e1> to improve venous <e2> drainage </e2> may be beneficial.	0	pump	drainage
The <e1> box </e1> holds our <e2> pool equipment </e2> perfectly.	0	box	pool equipment
The all-new revolutionary Knit Lite <e1> knitting needle </e1> allows <e2> knitters </e2> to knit in dimly-lit places at any time of day or night.	0	knitting needle	knitters
The <e1> temperature </e1> inside the <e2> car </e2> was 79 degrees, according to the thermometer I put on the dashboard.	0	temperature	car
I'm finding the most <e1> joy </e1> comes from <e2> Asian flavours </e2> ; beautiful fresh fish; things that have been marinated; roasted vegetables; meats that intensify in flavour during the cooking process; and dishes made from the most brilliant, fresh, in-season food.	1	joy	Asian flavours
Each <e1> entry </e1> is enriched with <e2> synonyms </e2> , explanations, and etymological information.	0	entry	synonyms
The <e1> tools </e1> made the <e2> job </e2> easy when it could have been a nightmare.	0	tools	job
After various rituals, the <e1> oracle </e1> brought forth mysteriously cryptic <e2> answers </e2> that had somehow to be interpreted by the visitor.	0	oracle	answers
The group is alleging the <e1> computer giant </e1> negligently designed the <e2> laptops </e2> , ultimately causing them to overheat and do damage their own motherboards.	0	computer giant	laptops
The <e1> hair </e1> <e2> sticks </e2> are elegantly carved bone hand painted in a wispy, abstract design of peach, rose pink and mauve under layers of protective clear enamel.	0	hair	sticks
The <e1> construction </e1> gives a <e2> refinement </e2> of Nori's argument in the case of a self-product of a curve.	0	construction	refinement
Include a note in the 'Comments' field of the purchase requisition stating that the <e1> services </e1> are being obtained from a <e2> nonresident alien </e2> .	0	services	nonresident alien
Anti-gun <e1> forces </e1> still wield a lot of <e2> political power </e2> .	0	forces	political power
In addition to his reputation as a <e1> film </e1> <e2> maker </e2> Lehmuskallio is also known as an artist.	0	film	maker
She inserted the <e1> key </e1> into the <e2> lock </e2> and then stood back as the doorway opened and a light went all over rouge.	0	key	lock
It features styled unordered lists for the navigation, styled skip links, min and max width, and has a <e1> placeholder </e1> for a photo <e2> gallery </e2> .	0	placeholder	gallery
The Cellar features a unique <e1> selection </e1> of <e2> wines </e2> from around the world.	0	selection	wines
When the equipment cannot be kept upright, the <e1> battery </e1> must be removed and carried in a strong, rigid <e2> packaging </e2> , which must be leak-tight and impervious to battery fluid.	0	battery	packaging
Some <e1> pathologists </e1> do this with a <e2> scalpel </e2> , while others use scissors.	0	pathologists	scalpel
Citing the <e1> conflict </e1> of interest created by the <e2> ethics charges </e2> , Nifong asked the state attorney general's office to take over the lacrosse case.	0	conflict	ethics charges
On both of my systems, the <e1> reboot </e1> produced the ominous <e2> message </e2> 'Missing operating system'.	0	reboot	message
Ace is no longer the <e1> place </e1> for the lowest <e2> prices </e2> or the biggest assortment of home improvement goods; the big boxes have it beaten in those categories.	0	place	prices
A <e1> potato </e1> <e2> peeler </e2> is a metal blade attached to a metal, plastic or wooden handle that is used for peeling vegetables, usually potatoes.	0	potato	peeler
Anemia, fatigue or <e1> drowsiness </e1> after <e2> meals </e2> may indicate that parasites are competing with the body for nutrients.	0	drowsiness	meals
<e1> Insulin </e1> is a hormone naturally produced by the <e2> pancreas </e2> .	0	Insulin	pancreas
I worked as a <e1> crane </e1> <e2> operator </e2> in construction at that time.	0	crane	operator
The <e1> ghosts </e1> in my <e2> house </e2> are mischievous, like little children.	0	ghosts	house
The <e1> company </e1> developed the <e2> negatives </e2> and returned the camera with a fresh roll of film.	0	company	negatives
The <e1> basement carpeting </e1> is made from <e2> recycled plastic pop bottles </e2> , and the underpad was once automobile tires.	0	basement carpeting	recycled plastic pop bottles
I think people really do themselves a disservice when they get their <e1> news </e1> from only one <e2> source </e2> .	0	news	source
Mayor has a <e1> proposal </e1> for a Suffolk <e2> campus </e2> .	0	proposal	campus
His favorite <e1> wine </e1> was made with the Loire Valley red wine <e2> grape </e2> .	0	wine	grape
The remarkably comprehensive 32-page 2004 Memorandum of Understanding prohibited the <e1> candidates </e1> from <e2> questioning </e2> each other, limited rebuttals to a mere 30 seconds, barred direct follow-up questions and entirely prohibited surrebuttals.	0	candidates	questioning
The <e1> box </e1> contained an entire <e2> legacy </e2> of her life and the lives of those she had known and loved.	0	box	legacy
That's because nostalgia serves a useful defensive and reparative function; it took the <e1> sting </e1> from a <e2> painful episode </e2> in his life by shading the script.	0	sting	painful episode
The older child took the <e1> firearm </e1> from a <e2> closet </e2> and was handling it when he fired and struck Eric, who was in the same room, investigators concluded.	0	firearm	closet
The piglet's incisor <e1> teeth </e1> are cut off with <e2> pliers </e2> .	0	teeth	pliers
Until last year, Afghanistan was known as an <e1> opium </e1> <e2> exporter </e2> , not a major heroin producer.	0	opium	exporter
We kept the <e1> antenna </e1> inside the <e2> car </e2> , which limited range due to the car's attenuation.	0	antenna	car
